gameId,teamId,id,name,2nd_assists,assists,goals,blocks,tas,drops,touches
49226,9668,42973,Carolina Vargas,2,2,0,1,3,0,13
49226,9668,57112,Angela Lei,1,2,5,3,1,0,5
49226,9668,58959,Ivan Ho,3,1,0,2,0,0,11
49226,9668,45796,Benjamin St.Louis,1,0,2,0,5,0,12
49226,9668,60752,Jj Gerstein,0,0,0,0,1,0,5
49226,9668,63392,Mycroft Guo,0,1,1,2,3,0,6
49226,9668,41034,Dawn Man,0,0,0,0,0,0,6
49226,9668,61290,Maggie Chen,0,2,1,2,0,0,8
49226,9668,41083,Kristel Lee,0,0,0,0,1,0,6
49230,9676,59699,Gary Poon,0,4,2,2,5,0,11
49230,9676,50848,Michael Pham-Hung,3,1,1,1,5,1,14
49230,9676,63507,Hannah Huxter,1,1,2,2,2,0,5
49230,9676,59479,Vivien Yuen,0,2,1,0,0,0,10
49230,9676,47365,Jamie Hoo-fatt,0,3,0,0,1,0,6
49230,9676,61530,Annelies Henckel,1,0,2,2,0,1,5
49230,9676,58367,Jenny Ly,1,0,4,0,1,0,5
49230,9676,44057,Daniel Quinto,1,1,1,2,1,1,12
49230,9676,61282,Kiki Duembgen,0,0,1,0,1,0,5
49230,9676,46071,Rick St Jean,1,5,0,1,2,0,12
49230,9676,37923,Aaron Hooper,2,0,2,0,0,0,5
49230,9676,56002,Nadia Ho,2,0,1,0,0,0,1
49230,9676,49314,Peter Ferderber,1,0,0,0,1,0,5
49230,9675,45668,R.t. Lechow,1,3,0,1,3,0,10
49230,9675,56035,Shauna Yang,3,1,2,0,1,1,3
49230,9675,48512,Dylan Cattanach,1,6,2,1,5,0,24
49230,9675,55667,Kyra Healey,1,3,3,1,2,0,4
49230,9675,55266,Daniel Chua,2,1,4,2,0,0,7
49230,9675,43674,Melbourne Ma,1,1,0,1,3,1,4
49230,9675,50757,Hayden Andrews,0,1,2,4,3,0,13
49230,9675,56010,Sarah Garbett,1,0,0,0,0,0,2
49230,9675,41947,Jennifer Law,1,0,0,0,0,0,3
49230,9675,61407,Evelyn Wang,0,0,1,0,0,0,2
49230,9675,27883,Daniel Eisner,0,1,0,0,0,0,3
49230,9675,61159,Wendy Li,0,0,2,0,1,1,1
49230,9675,56678,Thalia Huen,0,0,1,0,0,0,0
49228,9673,51305,Anders Whist,4,1,1,1,5,0,12
49228,9673,35490,Marc Hodges,2,4,4,1,6,0,16
49228,9673,56129,Jeff Luckett,0,2,0,0,1,0,10
49228,9673,62402,Vanessa Mensink,1,1,2,2,2,0,5
49228,9673,61159,Wendy Li,1,0,2,0,0,0,3
49228,9673,52025,Cielle Garbe,1,0,1,0,0,0,1
49228,9673,55830,Brandon Duong,1,0,3,1,4,0,3
49228,9673,41774,James Ho,1,1,2,0,1,0,7
49228,9673,35663,Natalie Wong,1,3,1,1,1,0,7
49228,9673,41993,Gabriel Isaac,2,0,0,0,0,0,7
49228,9673,47365,Jamie Hoo-fatt,0,5,2,0,1,0,9
49228,9673,37340,Caterina Cazzetta,1,0,0,1,1,1,2
49228,9673,55612,Emily Chien,1,1,1,1,0,0,2
49228,9673,41807,Chris Faulkner,0,1,1,0,2,0,1
49228,9669,58959,Ivan Ho,1,5,3,1,3,0,18
49228,9669,58151,Arthur Chu,3,0,2,1,1,0,14
49228,9669,24893,Helen O'Sullivan,1,2,2,0,0,0,7
49228,9669,26174,Cynthia Walker,3,1,0,0,2,2,10
49228,9669,62423,Yubai Liu,2,5,7,0,5,0,18
49228,9669,61934,Alysha Fontaine,0,0,1,5,0,0,9
49228,9669,58087,Martin Sieniawski,0,2,2,0,0,0,4
49228,9669,38372,Ed Kung,1,1,0,0,0,0,10
49228,9669,56003,Gavin Ho,1,1,0,1,1,0,15
49228,9669,45965,Ricky Truong,1,3,2,0,2,0,8
49228,9669,60819,Joyce Cheng,2,1,1,3,1,0,8
49228,9669,51686,Eileen Lam,1,1,1,2,1,0,9
49228,9669,41034,Dawn Man,2,1,0,0,0,0,7
49228,9669,56002,Nadia Ho,0,1,3,1,0,0,6
49229,9677,61149,Alec Zhao,0,1,2,0,1,0,1
49229,9677,43674,Melbourne Ma,1,0,0,1,2,0,7
49229,9677,57544,Hailey McInnis,1,3,1,0,3,0,8
49229,9677,43539,Nicolas Zuniga,2,1,2,2,2,1,15
49229,9677,48512,Dylan Cattanach,4,1,2,0,5,0,14
49229,9677,51167,Patrick Russell,2,4,0,0,2,1,6
49229,9677,41611,Nancy Warren,0,0,0,0,0,0,3
49229,9677,56035,Shauna Yang,0,1,3,2,1,0,6
49229,9677,61259,Daisy Fang,1,0,1,1,0,3,2
49229,9677,60904,Marco Chu,1,2,1,1,0,0,13
49229,9677,45668,R.t. Lechow,0,1,1,0,3,1,7
49229,9677,28589,Vikki Shimoda,1,0,0,0,0,0,3
49229,9677,61530,Annelies Henckel,0,1,2,1,1,0,5
49229,9677,61407,Evelyn Wang,0,0,0,0,3,0,0
49229,9674,35391,Max Goodman-Coop,2,0,2,0,1,0,12
49229,9674,61296,Eddie Khalatian,1,5,0,0,1,0,27
49229,9674,54763,Clara Narimatsu Dinh,0,1,4,0,4,0,11
49229,9674,30849,Peter Hawkings,3,4,0,0,2,0,21
49229,9674,39979,Michelle Wang,0,1,2,4,2,1,1
49229,9674,61498,Keith Lester Banzuela,2,0,1,1,2,0,10
49229,9674,50848,Michael Pham-Hung,2,2,3,2,3,0,11
49229,9674,58367,Jenny Ly,1,1,2,1,0,0,5
49229,9674,61032,Adrian Posadas,1,2,2,2,1,1,7
49229,9674,56157,Tess King,0,0,0,0,2,2,12
49229,9674,60973,Jaymie Posadas,1,2,1,2,1,2,13
49229,9674,61282,Kiki Duembgen,1,0,1,0,0,0,5
49229,9674,56678,Thalia Huen,1,0,1,0,0,0,3
49229,9674,35180,Blue McClellan,1,1,0,0,0,0,9
49227,9670,48512,Dylan Cattanach,1,2,4,0,4,0,27
49227,9670,45952,Cat Pelletier,1,4,0,0,3,1,27
49227,9670,56003,Gavin Ho,0,0,0,0,1,0,10
49227,9670,20401,Robert Botman,0,0,0,0,2,0,5
49227,9670,41611,Nancy Warren,1,1,1,1,0,2,3
49227,9670,55843,Randy Vo,1,1,1,1,1,0,6
49227,9670,24070,Neil Griffith,0,2,0,2,2,1,24
49227,9670,24180,Diane Pendlebury,0,0,0,0,1,0,11
49227,9670,56446,Daivik Doshi,2,2,2,1,3,0,9
49227,9670,50848,Michael Pham-Hung,1,1,1,2,2,0,7
49227,9670,62402,Vanessa Mensink,1,1,1,0,0,1,4
49227,9670,56157,Tess King,0,0,1,1,4,0,7
49227,9670,45782,Brittany Heath,0,0,2,0,0,0,6
49227,9670,54445,Cora McLandress,1,0,1,0,0,0,0
49227,9672,62401,Ryan Sherriff,2,6,2,2,4,1,22
49227,9672,28360,Wendy Chong,2,0,0,1,2,0,10
49227,9672,51686,Eileen Lam,0,0,2,0,2,0,6
49227,9672,61265,Jason Or LittleGiant Su,3,0,1,0,0,0,3
49227,9672,26174,Cynthia Walker,0,0,0,0,2,0,7
49227,9672,43589,Jon Brandt,2,0,0,0,1,1,6
49227,9672,47365,Jamie Hoo-fatt,1,1,2,0,0,0,9
49227,9672,58151,Arthur Chu,0,3,2,1,1,2,5
49227,9672,58197,Xueying Fu,1,1,0,0,3,0,2
49227,9672,61272,Chris Wang,1,0,1,1,4,0,7
49227,9672,39884,Raymond Tang,0,0,0,1,2,0,7
49227,9672,61032,Adrian Posadas,0,3,3,3,0,0,2
49227,9672,39820,Dong-Ling Chen,0,1,2,1,0,0,2
49227,9672,63080,Christina Hua,0,0,0,0,0,0,2
49231,9672,61032,Adrian Posadas,1,2,2,2,2,0,4
49231,9672,62401,Ryan Sherriff,4,4,1,0,4,0,17
49231,9672,28360,Wendy Chong,3,1,0,0,5,0,13
49231,9672,58197,Xueying Fu,0,3,2,0,2,0,7
49231,9672,39884,Raymond Tang,0,2,0,1,3,2,3
49231,9672,47365,Jamie Hoo-fatt,2,4,5,1,2,0,8
49231,9672,61272,Chris Wang,1,1,2,1,1,0,7
49231,9672,43589,Jon Brandt,1,0,0,1,1,0,7
49231,9672,51686,Eileen Lam,1,0,2,1,1,1,6
49231,9672,61265,Jason Or LittleGiant Su,0,0,0,1,1,1,7
49231,9672,45668,R.t. Lechow,1,1,0,0,1,0,5
49231,9672,62953,Grace Uy,0,1,3,0,1,0,1
49231,9672,56002,Nadia Ho,1,0,2,0,1,0,1
49231,9668,55611,Winfield Yim,2,5,3,4,1,0,13
49231,9668,42973,Carolina Vargas,1,3,2,0,1,0,20
49231,9668,45796,Benjamin St.Louis,0,2,1,2,0,0,20
49231,9668,53454,Griffin Peddle,3,1,0,4,3,0,11
49231,9668,35684,Chris Loat,1,5,1,0,0,0,8
49231,9668,28589,Vikki Shimoda,1,0,1,0,1,1,10
49231,9668,61290,Maggie Chen,1,1,9,2,4,0,7
49231,9668,52521,Adrian Muresan,3,0,1,0,3,1,2
49231,9668,24180,Diane Pendlebury,1,1,0,1,1,2,4
49231,9668,49336,Joyce Ma,2,1,1,1,2,1,6
49231,9668,59699,Gary Poon,1,2,0,1,1,0,9
49231,9668,52025,Cielle Garbe,0,0,4,0,0,0,3
49231,9668,56229,Jasper Zhu,1,2,1,3,2,0,8
49232,9671,40859,Anthony Slater,1,0,1,1,3,0,6
49232,9671,55790,Matthew Kariatsumari,1,2,0,1,3,0,15
49232,9671,26828,Gary Paskewich,1,2,0,2,3,1,18
49232,9671,24893,Helen O'Sullivan,0,2,2,1,0,0,6
49232,9671,54763,Clara Narimatsu Dinh,1,0,4,1,2,0,7
49232,9671,49997,Tyler Longo,0,3,1,0,1,0,14
49232,9671,55643,Marco Ly,1,1,1,2,2,1,3
49232,9671,38372,Ed Kung,1,1,1,0,0,0,4
49232,9671,61186,Chiyi Tam,1,3,2,0,2,3,10
49232,9671,60819,Joyce Cheng,1,1,1,1,1,0,4
49232,9671,39820,Dong-Ling Chen,1,0,1,2,1,1,1
49232,9671,61482,Coby Zucker,0,0,0,1,5,0,7
49232,9671,63399,Denise Duo,0,0,0,0,0,1,4
49232,9671,63080,Christina Hua,0,0,1,1,2,1,1
49233,9674,61028,Jonathan Steinberg,0,1,3,1,7,0,17
49233,9674,30849,Peter Hawkings,1,2,1,0,2,0,16
49233,9674,56157,Tess King,2,0,0,0,3,1,9
49233,9674,61282,Kiki Duembgen,3,0,0,1,1,0,3
49233,9674,55843,Randy Vo,1,3,1,0,0,0,8
49233,9674,60973,Jaymie Posadas,2,2,1,0,2,0,10
49233,9674,61296,Eddie Khalatian,1,1,2,4,6,1,19
49233,9674,61934,Alysha Fontaine,0,1,3,1,0,0,5
49233,9674,51686,Eileen Lam,1,2,1,1,1,0,6
49233,9674,58367,Jenny Ly,0,0,0,0,0,0,5
49233,9674,61498,Keith Lester Banzuela,0,1,0,2,2,0,10
49233,9674,35180,Blue McClellan,0,1,0,0,0,1,4
49233,9674,58082,Brianna Forbes-Crowe,2,0,1,0,0,0,3
49233,9674,20401,Robert Botman,0,0,1,0,0,0,5
49233,9670,28360,Wendy Chong,1,2,0,0,3,0,10
49233,9670,45952,Cat Pelletier,1,1,1,1,5,0,14
49233,9670,24180,Diane Pendlebury,0,0,0,0,0,0,6
49233,9670,62953,Grace Uy,0,0,0,3,2,2,5
49233,9670,35391,Max Goodman-Coop,0,0,2,1,3,1,8
49233,9670,55907,Sabrina Paez-Parent,0,2,1,0,0,1,1
49233,9670,56446,Daivik Doshi,0,0,1,1,2,0,5
49233,9670,27068,Aly Dharsee,1,0,0,1,1,1,5
49233,9670,37147,James Shimoda,1,0,2,1,1,0,6
49233,9670,61149,Alec Zhao,0,0,0,0,0,0,4
49233,9670,24070,Neil Griffith,0,2,0,1,1,1,10
49233,9670,62401,Ryan Sherriff,0,3,1,1,2,0,20
49233,9670,62402,Vanessa Mensink,1,0,2,0,2,0,3
49233,9670,54445,Cora McLandress,0,0,1,0,0,1,0
49232,9673,45796,Benjamin St.Louis,2,1,3,3,2,0,11
49232,9673,42973,Carolina Vargas,2,6,0,0,6,0,10
49232,9673,35663,Natalie Wong,2,2,1,3,0,0,12
49232,9673,47365,Jamie Hoo-fatt,1,4,1,1,1,0,12
49232,9673,41774,James Ho,4,1,0,1,0,1,11
49232,9673,56003,Gavin Ho,0,1,0,0,0,0,13
49232,9673,41034,Dawn Man,2,2,2,1,0,0,3
49232,9673,55612,Emily Chien,0,1,3,0,0,0,0
49232,9673,41807,Chris Faulkner,1,0,1,0,2,0,3
49232,9673,51305,Anders Whist,2,3,1,0,2,0,10
49232,9673,55830,Brandon Duong,1,1,6,1,0,1,3
49232,9673,45504,Alyne Azucena,1,1,1,5,0,1,7
49232,9673,45965,Ricky Truong,0,3,4,1,2,0,5
49232,9673,41947,Jennifer Law,3,0,3,0,2,0,3
49235,9676,46071,Rick St Jean,2,1,1,2,5,0,9
49235,9676,48821,Max van der Weerd,0,1,2,1,0,0,5
49235,9676,56157,Tess King,0,0,0,0,0,0,9
49235,9676,60752,Jj Gerstein,0,1,2,0,1,0,3
49235,9676,59479,Vivien Yuen,3,0,1,2,0,1,5
49235,9676,63507,Hannah Huxter,3,4,0,1,2,0,5
49235,9676,45782,Brittany Heath,0,0,0,0,0,0,1
49235,9676,61530,Annelies Henckel,2,1,2,0,0,1,9
49235,9676,44057,Daniel Quinto,2,3,0,4,2,1,5
49235,9676,62423,Yubai Liu,2,7,4,1,2,0,11
49235,9676,58367,Jenny Ly,0,0,2,0,0,1,3
49235,9676,55907,Sabrina Paez-Parent,0,0,2,1,1,1,3
49235,9676,50848,Michael Pham-Hung,1,1,2,1,4,0,8
49235,9676,63392,Mycroft Guo,0,0,1,0,2,1,7
49235,9677,55830,Brandon Duong,1,3,4,4,2,1,5
49235,9677,45965,Ricky Truong,0,0,0,0,4,0,4
49235,9677,51167,Patrick Russell,0,0,3,0,4,0,12
49235,9677,61159,Wendy Li,0,0,1,1,0,0,3
49235,9677,46912,Meagan Newman,0,1,1,1,1,0,9
49235,9677,54763,Clara Narimatsu Dinh,2,1,3,1,2,0,4
49235,9677,60973,Jaymie Posadas,1,1,0,0,0,0,3
49235,9677,43539,Nicolas Zuniga,2,1,0,1,4,0,16
49235,9677,45504,Alyne Azucena,0,2,1,0,3,1,6
49235,9677,61259,Daisy Fang,1,2,1,0,0,0,6
49235,9677,41503,Kevin Christensen,0,1,0,0,2,0,4
49235,9677,43674,Melbourne Ma,2,2,0,1,0,0,11
49235,9677,56446,Daivik Doshi,0,1,0,1,3,0,6
49235,9677,41611,Nancy Warren,0,0,1,0,1,0,3
49234,9669,41993,Gabriel Isaac,0,3,2,1,3,0,20
49234,9669,61934,Alysha Fontaine,0,1,4,1,2,0,6
49234,9669,38372,Ed Kung,0,0,0,0,2,1,10
49234,9669,58151,Arthur Chu,0,4,0,0,1,0,11
49234,9669,37923,Aaron Hooper,1,1,3,0,3,0,8
49234,9669,58959,Ivan Ho,4,4,1,1,1,0,27
49234,9669,24893,Helen O'Sullivan,1,0,1,0,1,0,11
49234,9669,51686,Eileen Lam,2,0,0,0,1,0,3
49234,9669,56129,Jeff Luckett,1,2,1,0,1,1,17
49234,9669,58087,Martin Sieniawski,1,1,4,0,0,0,4
49234,9669,26174,Cynthia Walker,0,1,0,1,3,0,12
49234,9669,56002,Nadia Ho,2,0,0,0,0,1,9
49234,9669,46912,Meagan Newman,0,0,0,0,1,0,5
49234,9669,41034,Dawn Man,1,1,2,0,1,0,5
49234,9675,47641,Sanjay Parker,0,3,1,0,3,1,17
49234,9675,27883,Daniel Eisner,1,2,1,0,2,0,6
49234,9675,55667,Kyra Healey,2,0,4,0,5,0,4
49234,9675,50895,Nam Hoang,1,3,3,0,0,0,4
49234,9675,56229,Jasper Zhu,1,1,3,3,1,1,11
49234,9675,61282,Kiki Duembgen,1,1,3,0,0,0,10
49234,9675,50757,Hayden Andrews,2,1,3,2,0,0,7
49234,9675,24867,Matthew Denton,3,6,0,3,0,0,14
49234,9675,56035,Shauna Yang,0,3,0,0,2,0,2
49234,9675,41947,Jennifer Law,2,0,1,0,1,0,4
49234,9675,55266,Daniel Chua,2,0,0,0,1,0,4
49234,9675,61159,Wendy Li,0,1,1,0,0,0,3
49234,9675,56010,Sarah Garbett,1,0,0,0,0,1,5
49234,9675,63080,Christina Hua,1,0,1,0,0,0,2
49237,9672,28360,Wendy Chong,2,2,0,0,4,0,11
49237,9672,26828,Gary Paskewich,2,8,0,2,6,0,11
49237,9672,41774,James Ho,1,2,0,0,1,0,7
49237,9672,41503,Kevin Christensen,0,0,0,0,3,0,2
49237,9672,43589,Jon Brandt,1,0,2,1,3,0,4
49237,9672,45668,R.t. Lechow,4,0,1,0,1,0,8
49237,9672,61032,Adrian Posadas,0,1,6,4,0,0,7
49237,9672,26174,Cynthia Walker,1,0,0,0,2,0,5
49237,9672,39884,Raymond Tang,0,0,3,1,0,0,7
49237,9672,56678,Thalia Huen,0,1,1,2,0,1,3
49237,9672,47365,Jamie Hoo-fatt,1,2,1,1,4,1,6
49237,9672,51686,Eileen Lam,0,1,1,0,0,0,6
49237,9672,55907,Sabrina Paez-Parent,0,0,2,2,0,1,0
49237,9672,53663,Erin Stevenson,0,0,1,1,0,0,1
49238,9675,56035,Shauna Yang,1,1,2,0,0,1,4
49238,9675,55667,Kyra Healey,1,1,3,0,2,0,5
49238,9675,55611,Winfield Yim,1,4,0,2,4,1,14
49238,9675,50895,Nam Hoang,1,1,3,1,4,0,10
49238,9675,24867,Matthew Denton,1,1,1,0,2,0,20
49238,9675,55266,Daniel Chua,1,0,2,1,2,0,7
49238,9675,50757,Hayden Andrews,2,3,1,1,3,0,12
49238,9675,51167,Patrick Russell,2,0,0,2,0,0,13
49238,9675,48821,Max van der Weerd,0,1,0,0,1,0,9
49238,9675,24180,Diane Pendlebury,0,0,0,0,0,0,7
49238,9675,41947,Jennifer Law,0,2,1,0,0,0,6
49238,9675,41611,Nancy Warren,1,0,0,0,1,0,6
49238,9675,61259,Daisy Fang,0,0,0,1,1,1,3
49238,9675,56010,Sarah Garbett,0,0,1,0,0,0,4
49238,9671,55790,Matthew Kariatsumari,0,2,1,2,2,0,13
49238,9671,24893,Helen O'Sullivan,2,0,3,0,2,1,10
49238,9671,61186,Chiyi Tam,1,0,0,2,3,0,7
49238,9671,39820,Dong-Ling Chen,1,0,0,1,1,4,2
49238,9671,63399,Denise Duo,0,0,0,0,1,0,0
49238,9671,45952,Cat Pelletier,1,2,2,0,3,0,13
49238,9671,62401,Ryan Sherriff,1,6,1,0,4,0,20
49238,9671,61482,Coby Zucker,1,0,2,0,0,0,8
49238,9671,41993,Gabriel Isaac,1,0,0,2,2,0,17
49238,9671,63507,Hannah Huxter,0,1,0,0,1,1,9
49238,9671,59699,Gary Poon,1,0,1,2,0,0,8
49238,9671,63277,Jason Ng,0,0,1,0,0,0,2
49238,9671,60819,Joyce Cheng,0,1,1,0,0,0,4
49237,9674,60973,Jaymie Posadas,0,1,2,0,1,0,11
49237,9674,61498,Keith Lester Banzuela,1,4,1,2,2,0,9
49237,9674,43674,Melbourne Ma,2,1,1,0,3,0,4
49237,9674,56157,Tess King,2,1,0,0,0,0,10
49237,9674,56002,Nadia Ho,0,0,0,1,2,2,4
49237,9674,20401,Robert Botman,2,0,0,0,0,1,7
49237,9674,41034,Dawn Man,1,0,1,1,3,0,3
49237,9674,61296,Eddie Khalatian,1,1,2,1,4,0,23
49237,9674,58367,Jenny Ly,0,1,2,0,0,0,9
49237,9674,35180,Blue McClellan,2,0,0,1,2,0,7
49237,9674,61028,Jonathan Steinberg,0,4,0,3,4,0,15
49237,9674,61407,Evelyn Wang,0,0,2,0,0,2,0
49237,9674,55843,Randy Vo,0,3,3,1,3,1,3
49237,9674,61934,Alysha Fontaine,2,0,2,2,0,0,6
49236,9668,56229,Jasper Zhu,1,3,2,4,2,0,13
49236,9668,55611,Winfield Yim,4,2,0,2,5,0,8
49236,9668,45796,Benjamin St.Louis,0,4,0,2,2,0,10
49236,9668,61290,Maggie Chen,1,0,4,1,3,0,9
49236,9668,41083,Kristel Lee,1,0,0,0,1,1,6
49236,9668,58082,Brianna Forbes-Crowe,0,0,2,0,1,0,1
49236,9668,42973,Carolina Vargas,1,2,0,0,3,0,16
49236,9668,35684,Chris Loat,0,1,0,1,2,0,14
49236,9668,53454,Griffin Peddle,1,1,1,2,1,1,11
49236,9668,62953,Grace Uy,0,0,2,0,2,0,6
49236,9668,52521,Adrian Muresan,0,0,0,0,1,0,4
49236,9668,52025,Cielle Garbe,0,2,3,0,0,1,4
49236,9668,56002,Nadia Ho,0,0,0,0,0,2,3
49236,9668,61149,Alec Zhao,2,0,1,0,1,0,7
49239,9676,59479,Vivien Yuen,1,0,2,1,0,0,8
49239,9676,62423,Yubai Liu,1,1,4,0,3,2,10
49239,9676,63507,Hannah Huxter,0,1,3,1,2,1,1
49239,9676,50848,Michael Pham-Hung,3,1,0,4,1,0,9
49239,9676,41611,Nancy Warren,1,1,0,0,1,0,6
49239,9676,61530,Annelies Henckel,0,0,2,0,3,1,9
49239,9676,58367,Jenny Ly,1,1,1,0,0,0,4
49239,9676,55907,Sabrina Paez-Parent,3,1,1,1,0,0,4
49239,9676,44057,Daniel Quinto,0,4,1,0,3,0,3
49239,9676,63392,Mycroft Guo,0,1,1,0,1,0,11
49239,9676,46071,Rick St Jean,1,3,2,2,2,0,10
49239,9676,46912,Meagan Newman,1,0,0,0,1,0,5
49239,9676,60752,Jj Gerstein,0,1,0,1,0,1,6
49239,9676,27883,Daniel Eisner,0,2,0,0,2,0,7
49239,9670,51167,Patrick Russell,1,0,1,1,2,0,13
49239,9670,51686,Eileen Lam,1,1,0,0,1,0,3
49239,9670,45952,Cat Pelletier,2,4,0,0,2,0,14
49239,9670,48512,Dylan Cattanach,1,3,4,2,1,1,28
49239,9670,35391,Max Goodman-Coop,1,2,4,3,1,0,14
49239,9670,27068,Aly Dharsee,0,2,0,1,1,0,5
49239,9670,24070,Neil Griffith,1,3,1,0,3,0,7
49239,9670,56157,Tess King,4,0,0,1,3,0,9
49239,9670,62402,Vanessa Mensink,1,0,2,3,3,0,5
49239,9670,56446,Daivik Doshi,0,2,3,2,1,0,6
49239,9670,37147,James Shimoda,0,1,2,1,1,0,5
49239,9670,61159,Wendy Li,0,0,0,0,0,0,3
49239,9670,62208,Mika Young,0,0,0,0,0,1,3
49239,9670,49336,Joyce Ma,2,0,1,0,1,1,2
49236,9673,35490,Marc Hodges,3,7,0,0,4,0,11
49236,9673,51305,Anders Whist,3,1,1,1,4,0,13
49236,9673,60819,Joyce Cheng,0,2,1,1,1,0,1
49236,9673,60973,Jaymie Posadas,2,0,0,1,3,0,3
49236,9673,47365,Jamie Hoo-fatt,1,2,4,0,2,0,5
49236,9673,37340,Caterina Cazzetta,2,1,0,0,1,0,4
49236,9673,41807,Chris Faulkner,1,0,3,1,0,0,4
49236,9673,35663,Natalie Wong,3,3,1,3,5,1,7
49236,9673,41774,James Ho,2,1,2,0,1,0,9
49236,9673,45965,Ricky Truong,0,2,4,0,0,0,5
49236,9673,55612,Emily Chien,0,0,1,0,0,0,4
49236,9673,56003,Gavin Ho,0,2,2,0,0,0,4
49236,9673,61265,Jason Or LittleGiant Su,1,0,2,1,1,0,3
49236,9673,45782,Brittany Heath,1,0,0,1,0,0,0
49240,9669,56129,Jeff Luckett,1,4,0,0,4,1,14
49240,9669,58197,Xueying Fu,1,0,1,0,2,1,10
49240,9669,58151,Arthur Chu,1,3,0,0,2,0,22
49240,9669,40859,Anthony Slater,2,3,0,2,1,0,7
49240,9669,56678,Thalia Huen,1,3,2,2,1,0,4
49240,9669,56002,Nadia Ho,1,0,1,1,1,0,9
49240,9669,58959,Ivan Ho,1,4,2,1,4,0,29
49240,9669,38372,Ed Kung,1,0,0,0,1,0,7
49240,9669,58087,Martin Sieniawski,2,0,4,0,0,1,9
49240,9669,58367,Jenny Ly,1,0,1,0,1,2,4
49240,9669,28589,Vikki Shimoda,0,0,0,1,0,0,3
49240,9669,37923,Aaron Hooper,4,1,4,3,0,0,4
49240,9669,61934,Alysha Fontaine,1,1,3,2,1,0,6
49240,9669,24893,Helen O'Sullivan,1,1,2,0,0,0,4
49240,9677,43539,Nicolas Zuniga,0,3,0,2,3,1,12
49240,9677,46912,Meagan Newman,0,1,0,0,2,0,4
49240,9677,51259,Larry Cheung,2,1,0,0,3,0,16
49240,9677,54763,Clara Narimatsu Dinh,0,1,1,2,1,1,3
49240,9677,57112,Angela Lei,2,1,1,2,1,0,9
49240,9677,43674,Melbourne Ma,1,0,1,1,2,0,6
49240,9677,41774,James Ho,1,0,1,0,3,0,9
49240,9677,58356,Madeline Shimoda,1,1,0,0,2,0,12
49240,9677,54445,Cora McLandress,0,0,0,0,0,1,1
49240,9677,55830,Brandon Duong,0,1,6,1,1,0,5
49240,9677,45460,David Yu,1,3,2,0,1,1,11
49240,9677,41993,Gabriel Isaac,0,0,0,0,2,0,7
49240,9677,42973,Carolina Vargas,2,0,0,1,3,0,14
49240,9677,61259,Daisy Fang,0,1,1,1,1,0,3
49241,9668,53454,Griffin Peddle,0,0,0,1,3,0,15
49241,9668,55667,Kyra Healey,0,3,0,0,3,1,4
49241,9668,54445,Cora McLandress,0,0,2,0,1,2,1
49241,9668,55611,Winfield Yim,5,3,1,3,3,0,19
49241,9668,46912,Meagan Newman,1,1,1,3,1,0,4
49241,9668,35684,Chris Loat,2,2,1,1,2,1,17
49241,9668,58151,Arthur Chu,2,1,2,0,1,0,8
49241,9668,58082,Brianna Forbes-Crowe,0,0,1,1,0,1,1
49241,9668,61934,Alysha Fontaine,0,0,2,1,0,0,0
49241,9668,56010,Sarah Garbett,1,0,0,0,0,3,3
49241,9668,45796,Benjamin St.Louis,0,2,1,1,2,0,15
49241,9668,52521,Adrian Muresan,0,0,0,0,1,0,4
49241,9668,56229,Jasper Zhu,1,1,1,1,1,1,13
49241,9668,62953,Grace Uy,0,0,1,0,0,2,2
49245,9669,38372,Ed Kung,0,1,1,0,0,0,8
49245,9669,58197,Xueying Fu,0,1,0,1,4,0,8
49245,9669,58959,Ivan Ho,3,2,2,0,2,0,26
49245,9669,51686,Eileen Lam,0,1,3,1,2,1,4
49245,9669,58367,Jenny Ly,1,1,0,0,2,0,10
49245,9669,61290,Maggie Chen,2,2,4,1,5,1,6
49245,9669,58087,Martin Sieniawski,2,1,0,1,0,0,6
49245,9669,56678,Thalia Huen,1,0,1,0,0,0,5
49245,9669,44057,Daniel Quinto,0,4,0,1,3,0,6
49245,9669,61149,Alec Zhao,0,1,5,0,1,1,3
49245,9669,60752,Jj Gerstein,2,0,0,1,0,0,6
49245,9669,40859,Anthony Slater,0,3,0,3,0,0,12
49245,9669,60819,Joyce Cheng,1,0,2,0,1,0,6
49245,9669,56002,Nadia Ho,2,1,0,0,0,0,7
49245,9670,48512,Dylan Cattanach,2,4,0,1,3,1,17
49245,9670,45952,Cat Pelletier,2,1,0,1,4,0,15
49245,9670,63392,Mycroft Guo,0,4,0,0,0,0,13
49245,9670,57544,Hailey McInnis,1,1,2,3,0,0,11
49245,9670,52025,Cielle Garbe,0,0,2,0,1,0,3
49245,9670,56003,Gavin Ho,3,1,0,1,3,0,6
49245,9670,54763,Clara Narimatsu Dinh,1,0,3,0,1,0,3
49245,9670,62423,Yubai Liu,1,1,5,0,4,0,7
49245,9670,48821,Max van der Weerd,0,2,1,1,2,0,6
49245,9670,37147,James Shimoda,1,1,0,0,1,1,1
49245,9670,27883,Daniel Eisner,0,0,1,0,0,0,5
49245,9670,63399,Denise Duo,0,0,0,0,0,1,1
49245,9670,61159,Wendy Li,0,0,0,0,1,0,1
49245,9670,49336,Joyce Ma,0,0,1,1,2,1,0
49241,9674,61032,Adrian Posadas,0,3,2,0,1,0,15
