gameId,teamId,id,name,2nd_assists,assists,goals,blocks,tas,drops,touches
49215,9673,37340,Caterina Cazzetta,0,0,0,1,2,2,6
49215,9673,46912,Meagan Newman,0,2,1,0,1,0,4
49215,9673,55612,Emily Chien,0,0,2,1,0,0,2
49215,9673,61265,Jason Or LittleGiant Su,0,0,2,0,2,0,5
49215,9673,41774,James Ho,1,1,4,1,1,0,6
49215,9673,61032,Adrian Posadas,0,3,2,2,3,0,5
49215,9673,43589,Jon Brandt,4,4,0,1,0,0,10
49215,9673,41807,Chris Faulkner,0,3,2,0,1,0,2
49215,9673,41611,Nancy Warren,1,0,1,1,0,1,5
49215,9673,41993,Gabriel Isaac,1,1,1,0,0,0,3
49214,9674,61296,Eddie Khalatian,2,1,1,3,5,0,12
49214,9674,45952,Cat Pelletier,0,1,0,0,2,0,10
49214,9674,41503,Kevin Christensen,0,0,4,0,0,0,1
49214,9674,30849,Peter Hawkings,2,3,1,2,1,0,15
49214,9674,42973,Carolina Vargas,0,2,0,0,2,0,11
49214,9674,60973,Jaymie Posadas,1,2,1,0,1,0,10
49214,9674,38372,Ed Kung,2,0,0,0,0,0,8
49214,9674,39979,Michelle Wang,0,0,3,1,0,1,2
49214,9674,24070,Neil Griffith,1,1,0,0,4,0,3
49214,9674,54763,Clara Narimatsu Dinh,0,1,2,2,2,0,7
49214,9674,50757,Hayden Andrews,0,3,0,2,3,0,11
49214,9674,61407,Evelyn Wang,1,0,0,0,0,4,3
49214,9674,56446,Daivik Doshi,0,1,2,1,2,0,4
49214,9674,24180,Diane Pendlebury,0,0,1,0,1,0,3
49214,9671,49997,Tyler Longo,3,1,0,2,1,0,11
49214,9671,62401,Ryan Sherriff,2,4,1,1,4,1,19
49214,9671,40643,Cj Jackson,0,1,1,0,2,2,8
49214,9671,62423,Yubai Liu,1,3,3,2,2,0,9
49214,9671,63392,Mycroft Guo,0,2,1,0,1,0,11
49214,9671,61282,Kiki Duembgen,0,1,0,1,1,1,3
49214,9671,24893,Helen O'Sullivan,0,1,2,1,1,0,4
49214,9671,56129,Jeff Luckett,2,0,1,2,1,0,12
49214,9671,55790,Matthew Kariatsumari,1,2,2,0,2,0,12
49214,9671,61186,Chiyi Tam,1,2,2,2,0,1,9
49214,9671,63080,Christina Hua,2,0,1,0,0,1,4
49214,9671,41034,Dawn Man,0,0,0,1,1,0,3
49214,9671,49314,Peter Ferderber,0,2,1,0,1,0,6
49214,9671,52025,Cielle Garbe,0,0,4,0,1,0,0
49213,9675,55611,Winfield Yim,0,1,0,3,5,1,19
49213,9675,61296,Eddie Khalatian,3,2,0,3,3,1,14
49213,9675,47641,Sanjay Parker,0,1,2,0,2,0,15
49213,9675,41947,Jennifer Law,0,1,1,0,4,1,10
49213,9675,56035,Shauna Yang,3,1,0,0,1,0,3
49213,9675,55667,Kyra Healey,1,3,4,0,2,2,9
49213,9675,63277,Jason Ng,0,0,0,0,1,2,1
49213,9675,61290,Maggie Chen,0,0,2,2,0,2,7
49213,9675,48821,Max van der Weerd,0,1,0,0,0,2,9
49213,9675,60973,Jaymie Posadas,0,2,0,0,2,0,17
49213,9675,57112,Angela Lei,1,0,0,1,4,1,12
49213,9675,50895,Nam Hoang,1,0,1,2,0,1,10
49213,9675,40859,Anthony Slater,0,0,2,0,0,0,8
49216,9668,46071,Rick St Jean,1,3,1,1,1,0,11
49216,9668,42973,Carolina Vargas,2,1,1,0,3,1,6
49216,9668,56129,Jeff Luckett,1,3,2,3,1,0,9
49216,9668,61290,Maggie Chen,1,2,8,0,1,1,7
49216,9668,57112,Angela Lei,2,0,1,2,5,0,4
49216,9668,49336,Joyce Ma,0,0,3,0,2,0,4
49216,9668,55611,Winfield Yim,1,6,1,2,4,0,13
49216,9668,41034,Dawn Man,1,0,1,0,1,0,6
49216,9668,35684,Chris Loat,3,4,2,1,1,0,12
49216,9668,45460,David Yu,2,3,1,1,1,0,3
49216,9668,60752,Jj Gerstein,0,0,1,1,0,0,4
49216,9668,61934,Alysha Fontaine,0,1,1,3,0,1,4
49216,9668,45796,Benjamin St.Louis,2,2,1,1,1,0,5
49216,9668,61282,Kiki Duembgen,1,0,1,0,2,0,2
49217,9670,55830,Brandon Duong,0,0,1,2,1,0,0
49217,9670,45952,Cat Pelletier,1,2,0,1,3,0,11
49217,9670,61028,Jonathan Steinberg,1,1,3,1,2,0,8
49217,9670,24180,Diane Pendlebury,1,0,0,0,0,0,8
49217,9670,56003,Gavin Ho,0,0,2,0,2,0,7
49217,9670,48512,Dylan Cattanach,1,4,2,2,6,0,23
49217,9670,60973,Jaymie Posadas,1,2,1,0,1,0,5
49217,9670,62953,Grace Uy,0,0,0,1,1,1,1
49217,9670,50848,Michael Pham-Hung,0,1,1,0,0,0,3
49217,9670,45782,Brittany Heath,0,0,1,0,0,1,1
49217,9670,62402,Vanessa Mensink,1,0,2,0,0,1,3
49217,9670,24070,Neil Griffith,0,2,1,1,2,0,7
49217,9670,37147,James Shimoda,2,1,0,1,1,0,4
49217,9670,56157,Tess King,1,1,0,1,1,1,6
49216,9669,62423,Yubai Liu,1,6,7,2,3,0,7
49216,9669,41083,Kristel Lee,1,3,0,1,2,0,4
49216,9669,56229,Jasper Zhu,1,4,2,0,1,1,8
49216,9669,56678,Thalia Huen,0,0,0,2,1,0,2
49216,9669,38372,Ed Kung,1,0,0,0,3,0,10
49216,9669,35663,Natalie Wong,3,0,2,0,5,1,9
49216,9669,58197,Xueying Fu,0,1,1,0,3,0,11
49216,9669,24867,Matthew Denton,2,4,2,2,4,0,18
49216,9669,55266,Daniel Chua,1,0,1,4,0,1,9
49216,9669,49314,Peter Ferderber,0,0,1,1,0,1,12
49216,9669,60819,Joyce Cheng,2,0,0,0,1,0,6
49216,9669,58087,Martin Sieniawski,1,1,0,0,4,0,3
49216,9669,52025,Cielle Garbe,0,0,3,1,1,0,1
49216,9669,54445,Cora McLandress,0,0,0,0,0,0,1
49218,9676,50848,Michael Pham-Hung,1,0,2,1,2,0,7
49218,9676,42973,Carolina Vargas,0,3,0,0,2,0,16
49218,9676,44057,Daniel Quinto,2,2,1,1,3,0,11
49218,9676,45952,Cat Pelletier,0,2,1,1,3,0,19
49218,9676,61530,Annelies Henckel,0,0,1,0,2,0,5
49218,9676,60904,Marco Chu,2,0,0,1,1,1,8
49218,9676,58151,Arthur Chu,2,3,0,1,3,0,9
49218,9676,61282,Kiki Duembgen,1,0,2,1,0,1,3
49218,9676,59699,Gary Poon,0,0,3,1,1,0,21
49218,9676,27883,Daniel Eisner,1,1,1,0,0,1,5
49218,9676,61159,Wendy Li,0,1,0,0,0,0,4
49218,9676,63277,Jason Ng,0,0,0,2,1,1,2
49218,9676,62218,Sophia Zhang,1,0,0,0,0,0,3
49218,9676,57112,Angela Lei,1,0,1,0,3,0,6
49219,9672,26828,Gary Paskewich,0,5,3,2,3,0,10
49219,9672,47365,Jamie Hoo-fatt,1,0,3,0,2,0,4
49219,9672,56157,Tess King,2,0,0,0,0,0,5
49219,9672,39884,Raymond Tang,1,1,0,2,2,0,8
49219,9672,26174,Cynthia Walker,0,0,2,1,0,0,7
49219,9672,55830,Brandon Duong,2,2,5,3,0,1,5
49219,9672,30849,Peter Hawkings,1,2,1,0,2,1,10
49219,9672,56678,Thalia Huen,0,0,1,2,0,2,3
49219,9672,62423,Yubai Liu,3,7,3,2,5,0,10
49219,9672,28360,Wendy Chong,1,0,2,0,4,0,11
49219,9672,51686,Eileen Lam,3,1,1,0,1,1,2
49219,9672,45965,Ricky Truong,1,4,3,1,0,0,3
49219,9672,55612,Emily Chien,1,0,4,1,0,0,2
49219,9672,54794,Evan Edgell,0,4,0,2,2,0,8
49219,9675,55266,Daniel Chua,2,0,1,4,3,0,11
49219,9675,41947,Jennifer Law,1,1,2,0,2,1,10
49219,9675,56035,Shauna Yang,2,1,1,1,3,1,7
49219,9675,47641,Sanjay Parker,3,4,1,1,3,0,12
49219,9675,37923,Aaron Hooper,2,2,4,0,1,0,3
49219,9675,45504,Alyne Azucena,1,2,1,1,2,0,13
49219,9675,50757,Hayden Andrews,2,2,3,0,2,1,10
49219,9675,43674,Melbourne Ma,2,2,1,2,1,0,10
49219,9675,50895,Nam Hoang,1,2,2,1,4,0,12
49219,9675,48821,Max van der Weerd,2,3,1,0,0,0,13
49219,9675,61259,Daisy Fang,0,0,4,0,0,0,3
49219,9675,54763,Clara Narimatsu Dinh,2,1,0,1,2,1,7
49219,9675,61407,Evelyn Wang,0,2,1,0,4,0,3
49219,9675,63399,Denise Duo,0,0,0,0,1,1,0
49218,9671,61482,Coby Zucker,1,1,3,0,0,0,11
49218,9671,63392,Mycroft Guo,0,2,2,0,3,0,10
49218,9671,62402,Vanessa Mensink,1,0,2,1,5,0,5
49218,9671,56129,Jeff Luckett,1,1,0,2,1,0,10
49218,9671,62401,Ryan Sherriff,2,5,2,0,4,0,11
49218,9671,49997,Tyler Longo,2,2,0,2,0,0,5
49218,9671,61186,Chiyi Tam,1,2,2,0,2,0,7
49218,9671,49336,Joyce Ma,0,0,1,1,2,0,2
49218,9671,61498,Keith Lester Banzuela,1,1,2,3,2,0,3
49218,9671,24893,Helen O'Sullivan,3,0,1,0,1,0,3
49218,9671,40643,Cj Jackson,0,2,0,1,0,1,8
49218,9671,61265,Jason Or LittleGiant Su,0,1,1,0,0,0,1
49218,9671,60819,Joyce Cheng,0,0,2,0,0,0,2
49218,9671,41034,Dawn Man,0,1,0,0,0,0,1
49220,9673,35684,Chris Loat,2,1,0,0,4,0,18
49220,9673,41807,Chris Faulkner,0,1,2,0,1,0,10
49220,9673,53663,Erin Stevenson,0,0,0,0,0,0,3
49220,9673,61032,Adrian Posadas,0,1,0,1,1,1,9
49220,9673,63392,Mycroft Guo,1,0,1,1,3,1,7
49220,9673,54763,Clara Narimatsu Dinh,1,1,3,0,3,1,9
49220,9673,41774,James Ho,1,0,1,0,3,0,14
49220,9673,45504,Alyne Azucena,1,2,0,1,2,0,8
49220,9673,47365,Jamie Hoo-fatt,0,4,1,1,1,0,3
49220,9673,56002,Nadia Ho,0,0,1,0,0,0,1
49220,9673,61265,Jason Or LittleGiant Su,1,1,1,3,2,0,8
49220,9673,58197,Xueying Fu,1,0,1,0,1,2,10
49220,9673,61482,Coby Zucker,1,0,1,3,4,1,8
49220,9673,37340,Caterina Cazzetta,0,1,0,0,2,0,4
49220,9674,30849,Peter Hawkings,3,1,0,1,0,0,20
49220,9674,41503,Kevin Christensen,1,2,2,0,1,0,3
49220,9674,51259,Larry Cheung,5,3,1,0,4,0,15
49220,9674,60973,Jaymie Posadas,3,3,2,0,3,0,8
49220,9674,61296,Eddie Khalatian,0,6,1,4,3,1,20
49220,9674,58367,Jenny Ly,1,1,2,0,2,0,3
49220,9674,58356,Madeline Shimoda,1,3,0,0,3,0,18
49220,9674,55830,Brandon Duong,0,0,4,2,0,1,8
49220,9674,24893,Helen O'Sullivan,0,0,2,0,1,0,7
49220,9674,38372,Ed Kung,1,0,0,0,0,1,7
49220,9674,56678,Thalia Huen,1,0,2,0,2,0,5
49220,9674,56446,Daivik Doshi,1,0,2,1,0,1,9
49220,9674,61259,Daisy Fang,1,0,0,2,0,0,2
49220,9674,39979,Michelle Wang,0,1,2,0,1,0,1
49217,9677,43539,Nicolas Zuniga,0,2,2,1,8,0,13
49217,9677,61149,Alec Zhao,1,0,2,0,0,0,4
49217,9677,51686,Eileen Lam,0,0,0,0,1,0,7
49217,9677,54763,Clara Narimatsu Dinh,0,0,1,0,2,0,8
49217,9677,58082,Brianna Forbes-Crowe,0,0,0,0,1,2,2
49217,9677,45668,R.t. Lechow,1,2,1,0,0,0,13
49217,9677,55843,Randy Vo,0,1,1,0,2,0,5
49217,9677,35391,Max Goodman-Coop,2,1,0,4,3,0,18
49217,9677,41611,Nancy Warren,0,0,0,1,3,0,6
49217,9677,57544,Hailey McInnis,1,0,2,0,1,0,13
49217,9677,48821,Max van der Weerd,1,2,0,1,1,0,7
49217,9677,61159,Wendy Li,0,0,0,0,1,1,1
49217,9677,62208,Mika Young,0,0,0,0,0,1,5
49217,9677,61498,Keith Lester Banzuela,1,1,0,2,3,0,4
49225,9675,47641,Sanjay Parker,2,3,0,2,4,0,13
49225,9675,50895,Nam Hoang,1,2,0,1,5,0,6
49225,9675,55667,Kyra Healey,0,4,2,1,1,1,5
49225,9675,55611,Winfield Yim,2,2,0,5,2,0,6
49225,9675,54763,Clara Narimatsu Dinh,1,0,5,0,3,1,4
49225,9675,49314,Peter Ferderber,4,1,3,1,1,0,12
49225,9675,43674,Melbourne Ma,0,4,1,2,2,0,3
49225,9675,41947,Jennifer Law,1,0,1,0,2,0,6
49225,9675,57544,Hailey McInnis,3,1,0,1,1,0,7
49225,9675,55266,Daniel Chua,0,1,1,6,1,0,1
49225,9675,50757,Hayden Andrews,2,1,0,0,2,0,9
49225,9675,57112,Angela Lei,0,1,3,0,0,1,3
49225,9675,56035,Shauna Yang,1,1,5,2,1,1,1
49225,9675,49336,Joyce Ma,1,0,2,0,1,0,3
49223,9672,26828,Gary Paskewich,1,5,4,1,3,0,14
49223,9672,63080,Christina Hua,1,0,1,0,1,1,4
49223,9672,51686,Eileen Lam,1,0,2,0,2,0,7
49223,9672,28360,Wendy Chong,3,2,0,0,2,0,9
49223,9672,39884,Raymond Tang,0,1,2,1,1,1,4
49223,9672,61265,Jason Or LittleGiant Su,1,1,3,1,2,0,1
49223,9672,47365,Jamie Hoo-fatt,1,3,1,0,2,0,10
49223,9672,43589,Jon Brandt,1,1,2,0,2,0,7
49223,9672,61032,Adrian Posadas,1,2,4,1,0,0,2
49223,9672,61272,Chris Wang,0,3,0,1,3,0,6
49223,9672,54794,Evan Edgell,2,2,0,1,1,0,12
49223,9672,53663,Erin Stevenson,1,1,1,0,1,0,1
49223,9672,26174,Cynthia Walker,0,0,2,0,0,0,8
49223,9672,55612,Emily Chien,1,1,0,0,0,0,3
49223,9677,61149,Alec Zhao,1,3,1,1,2,0,7
49223,9677,46912,Meagan Newman,1,2,2,0,5,0,13
49223,9677,46071,Rick St Jean,0,2,2,1,0,1,20
49223,9677,41611,Nancy Warren,0,2,1,0,2,0,3
49223,9677,61282,Kiki Duembgen,3,0,1,0,1,0,7
49223,9677,58356,Madeline Shimoda,1,2,1,0,1,0,11
49223,9677,45460,David Yu,2,3,0,0,0,0,13
49223,9677,45668,R.t. Lechow,2,2,0,0,1,0,17
49223,9677,51259,Larry Cheung,2,2,2,2,2,0,20
49223,9677,43539,Nicolas Zuniga,3,0,1,0,2,1,14
49223,9677,41503,Kevin Christensen,1,1,3,1,0,0,4
49223,9677,61159,Wendy Li,0,0,1,0,0,0,4
49223,9677,61259,Daisy Fang,1,0,4,0,1,2,3
49223,9677,45952,Cat Pelletier,0,1,1,0,4,0,20
49225,9674,27068,Aly Dharsee,0,0,0,2,6,1,8
49225,9674,55843,Randy Vo,1,0,3,0,2,0,4
49225,9674,61296,Eddie Khalatian,1,2,0,0,4,1,17
49225,9674,39979,Michelle Wang,1,1,2,1,0,2,6
49225,9674,60973,Jaymie Posadas,0,1,0,0,5,1,13
49225,9674,55907,Sabrina Paez-Parent,1,0,1,1,0,0,3
49225,9674,35180,Blue McClellan,2,1,1,0,1,0,4
49225,9674,61498,Keith Lester Banzuela,1,3,1,1,2,1,4
49225,9674,56678,Thalia Huen,0,0,3,1,0,0,4
49225,9674,40643,Cj Jackson,1,1,0,0,4,0,5
49225,9674,54445,Cora McLandress,0,0,1,0,0,1,0
49225,9674,58367,Jenny Ly,0,0,0,1,2,1,4
49225,9674,30849,Peter Hawkings,0,3,0,0,3,1,18
49225,9674,56446,Daivik Doshi,0,1,1,3,3,0,8
49224,9673,37340,Caterina Cazzetta,0,0,0,1,3,0,5
49224,9673,45965,Ricky Truong,1,4,1,0,1,0,7
49224,9673,47365,Jamie Hoo-fatt,1,2,1,2,2,0,4
49224,9673,56003,Gavin Ho,0,1,0,0,1,0,12
49224,9673,41807,Chris Faulkner,1,1,1,0,1,0,13
49224,9673,41774,James Ho,1,0,2,1,2,0,12
49224,9673,61290,Maggie Chen,1,1,5,2,2,0,2
49224,9673,54763,Clara Narimatsu Dinh,2,1,2,0,2,1,4
49224,9673,45796,Benjamin St.Louis,3,1,4,3,0,0,7
49224,9673,55612,Emily Chien,1,0,0,1,0,1,4
49224,9673,61259,Daisy Fang,0,0,0,1,1,0,3
49224,9673,41993,Gabriel Isaac,2,1,0,1,2,0,3
49224,9673,55830,Brandon Duong,1,4,0,2,3,0,2
49224,9673,56002,Nadia Ho,1,1,1,0,0,0,5
49222,9669,58197,Xueying Fu,0,0,0,0,3,1,3
49222,9669,35663,Natalie Wong,1,1,2,0,2,0,11
49222,9669,62423,Yubai Liu,2,2,5,2,4,0,24
49222,9669,51686,Eileen Lam,2,1,1,1,1,1,7
49222,9669,58087,Martin Sieniawski,0,0,2,1,0,1,9
49222,9669,38372,Ed Kung,0,0,0,0,0,2,3
49222,9669,61032,Adrian Posadas,0,1,0,3,1,1,6
49222,9669,60973,Jaymie Posadas,1,0,0,0,2,0,10
49222,9669,46912,Meagan Newman,0,2,0,0,3,1,4
49222,9669,45460,David Yu,1,0,0,1,0,0,6
49222,9669,48821,Max van der Weerd,0,0,0,0,2,0,5
49222,9669,59699,Gary Poon,1,3,0,1,2,1,9
49222,9669,61934,Alysha Fontaine,0,2,2,4,1,1,2
49222,9669,62208,Mika Young,0,0,1,0,0,1,0
49222,9671,63399,Denise Duo,0,0,0,0,0,1,0
49222,9671,55843,Randy Vo,0,0,0,1,0,0,7
49222,9671,40643,Cj Jackson,2,3,1,0,2,0,15
49222,9671,61186,Chiyi Tam,0,1,2,0,2,1,5
49222,9671,62401,Ryan Sherriff,4,5,1,1,2,0,20
49222,9671,49997,Tyler Longo,0,2,0,0,2,0,8
49222,9671,61482,Coby Zucker,1,1,3,1,1,2,11
49222,9671,63392,Mycroft Guo,0,2,3,1,2,1,10
49222,9671,24867,Matthew Denton,2,1,1,2,2,0,19
49222,9671,40859,Anthony Slater,1,2,1,2,4,0,10
49222,9671,24893,Helen O'Sullivan,0,0,2,0,0,0,8
49222,9671,56678,Thalia Huen,2,1,2,0,0,0,4
49222,9671,63080,Christina Hua,0,0,0,1,3,0,4
49222,9671,60819,Joyce Cheng,0,0,2,0,0,0,3
49224,9676,60904,Marco Chu,1,1,1,1,0,0,12
49224,9676,50848,Michael Pham-Hung,2,0,1,1,4,0,8
49224,9676,59479,Vivien Yuen,0,1,0,0,0,0,14
49224,9676,61530,Annelies Henckel,1,2,1,1,1,0,7
49224,9676,58151,Arthur Chu,0,3,0,2,4,0,9
49224,9676,61282,Kiki Duembgen,0,0,1,1,0,0,4
49224,9676,53454,Griffin Peddle,1,1,0,3,1,0,11
49224,9676,44057,Daniel Quinto,0,1,2,2,2,1,11
49224,9676,26174,Cynthia Walker,0,1,0,1,0,0,14
49224,9676,27883,Daniel Eisner,1,1,0,1,3,0,2
49224,9676,37923,Aaron Hooper,0,0,1,0,1,0,7
49224,9676,55907,Sabrina Paez-Parent,1,0,1,2,0,0,4
49224,9676,62218,Sophia Zhang,0,0,1,0,2,0,10
49224,9676,52025,Cielle Garbe,0,0,2,0,4,0,2
49221,9668,55611,Winfield Yim,1,4,0,1,6,1,10
49221,9668,41034,Dawn Man,2,0,1,0,2,0,2
49221,9668,55643,Marco Ly,0,2,0,0,2,0,6
49221,9668,35684,Chris Loat,1,2,0,2,3,0,14
49221,9668,54763,Clara Narimatsu Dinh,3,0,0,1,1,0,7
49221,9668,42973,Carolina Vargas,1,2,0,0,3,1,18
49221,9668,58959,Ivan Ho,1,2,2,2,2,0,12
49221,9668,52025,Cielle Garbe,1,1,6,0,1,0,5
49221,9668,41993,Gabriel Isaac,1,0,0,0,2,0,6
49221,9668,45796,Benjamin St.Louis,1,2,0,0,4,0,15
49221,9668,57112,Angela Lei,0,0,2,0,0,1,1
49221,9668,56010,Sarah Garbett,1,0,1,0,1,0,2
49221,9668,61290,Maggie Chen,0,1,4,0,1,0,12
49221,9668,60752,Jj Gerstein,1,1,1,1,0,0,2
49221,9670,62402,Vanessa Mensink,0,4,3,2,0,1,6
49221,9670,45952,Cat Pelletier,4,2,5,1,1,1,16
49221,9670,56157,Tess King,5,1,1,1,2,0,10
49221,9670,24070,Neil Griffith,0,5,3,2,1,0,8
49221,9670,48512,Dylan Cattanach,3,4,5,2,5,0,15
49221,9670,35391,Max Goodman-Coop,2,2,1,2,1,0,5
49221,9670,61028,Jonathan Steinberg,3,3,2,2,0,0,14
49221,9670,43589,Jon Brandt,0,1,1,0,2,0,5
49221,9670,56003,Gavin Ho,0,1,5,0,1,0,5
49221,9670,37147,James Shimoda,1,1,0,0,1,0,4
49221,9670,24180,Diane Pendlebury,1,1,0,0,1,0,3
49221,9670,45782,Brittany Heath,0,0,0,0,0,0,2
49221,9670,62953,Grace Uy,1,0,0,1,2,1,0
49221,9670,60819,Joyce Cheng,0,1,1,1,0,0,2
49226,9671,40859,Anthony Slater,0,2,2,3,1,0,7
49226,9671,62401,Ryan Sherriff,2,2,0,2,5,0,11
49226,9671,61186,Chiyi Tam,1,1,1,1,4,1,9
49226,9671,26828,Gary Paskewich,0,4,2,3,4,0,17
49226,9671,49997,Tyler Longo,1,0,0,2,2,0,7
49226,9671,61482,Coby Zucker,0,0,0,1,2,1,6
49226,9671,24893,Helen O'Sullivan,0,0,0,1,3,0,5
49226,9671,60819,Joyce Cheng,0,0,1,0,0,1,4
49226,9671,54763,Clara Narimatsu Dinh,1,1,1,1,2,0,7
49226,9671,55643,Marco Ly,0,0,1,0,4,0,6
49226,9671,37340,Caterina Cazzetta,0,0,0,0,2,0,5
49226,9671,63277,Jason Ng,0,0,0,0,1,0,2
49226,9671,63080,Christina Hua,0,0,1,0,0,0,4
49226,9671,53663,Erin Stevenson,1,0,1,0,1,0,2
49226,9668,52025,Cielle Garbe,1,1,3,1,1,0,5
49226,9668,56229,Jasper Zhu,1,3,3,1,3,0,12
49226,9668,55611,Winfield Yim,2,2,0,3,5,0,15
49226,9668,35684,Chris Loat,0,3,2,2,2,0,13
49226,9668,49336,Joyce Ma,1,0,0,0,1,1,10
